; FILE: Dact2_mission24.csv,
; Key,
 ACT 2 MISSION 24 - HIDE AND SEEK,
; FILE NAME,GERMAN TRANSLATION
a2_m24_dialogue_clay_well_were_in_and_they_havent_spotted_us,"Naja. Wir haben es also ins Dante-System geschafft, ohne in Einzelteile zerlegt zu werden. Deine Nummer mit dem blinden Passagier hat tatsächlich funktioniert."
a2_m24_dialogue_cal_smith_try_to_tap_into_their_comms,"Danke für dein Vertrauen, Clay. Smith, denkst du, du kannst das Kommunikationssystem des Konvois anzapfen?"
a2_m24_dialogue_smith_gimme_a_sec_got_it,"Ob ich 'glaube', dass ich das kann? Da hast du ihr Geplapper. Wie wär's mal mit 'ner richtigen Herausforderung?"
a2_m24_dialogue_freighter_to_escorts_thanks_for_the_escort_guys,"...Räumungsvorgang beendet. Transportfrachter an Begleitmannschaften. Danke für den Geleitschutz, Jungs."
a2_m24_dialogue_escort_no_problem_were_heading_back_to_base,Kein Problem. Wir fliegen zurück nach Malthus.
a2_m24_dialogue_megafreighter_roger_that_were_ok_to_continue_our_run_to_the_supply_depot,"Haben verstanden. Wir sehen uns dann, sobald wir unseren Flug nach Valia beendet haben."
a2_m24_dialogue_clay_the_escorts_are_flying_off,"Ausgezeichnet. Der Geleitschutz fliegt zurück zur Basis und lässt unser Prachtstück von Frachter ganz allein, damit wir in Ruhe abdocken können."
a2_m24_dialogue_clay_wed_better_wait_until_theyre_gone,"Mit dem Abdocken warten wir aber lieber, bis die Begleitschiffe weit weg sind. Sonst wird das eine ziemlich kurze Reise."
a2_m24_dialogue_clay_records_say_the_other_lpoint_was_at_faust,"Wir müssen den anderen L-Punkt finden. Hmm.... Ich glaub in den alten Aufzeichnungen steht, er sei irgendwo in der Nähe von Faust. Dort sollten wir anfangen zu suchen. "
a2_m24_dialogue_smith_just_undock_when_you_want_to_leave,"Die Kapsel ist so eingestellt, dass sie sich beim Abdocken öffnet. Jetzt kommt dein Auftritt, Cal."
a2_m24_dialogue_clay_remember_stay_at_least_5km_from_any_ships,"Mal sehen. Wir sind hinter den feindlichen Linien und haben keinen Hyperantrieb. Und wenn wir den Blödmännern zu nahe kommen, lösen wir ihren Alarm aus ohne fliehen zu können. Aber wir haben ja dich. Wenn DAS kein Vertrauensbeweis ist."
a2_m24_warning,WARNUNG!
a2_m24_enemy_ship_in_range,Feindliches Schiff im Anflug
a2_m24_dialogue_cal_damn_theyve_detected_us,Mist! Ich bin zu nah herangeflogen! Die haben uns entdeckt!
a2_m24_dialogue_clay_jackpot_looks_like_weve_found_their_hq,Bingo! Sieht aus wie ihr Hauptquartier!
a2_m24_dialogue_smith_locking_a_waypoint,Ich bestimme einen Streckenpunkt...
a2_m24_dialogue_clay_look_their_maintaining_their_antenna,Überall Bauarbeiten...Arbeiten wohl an ihrem Antennenarsenal.
a2_m24_dialogue_smith_cal_that_antenna_could_do_the_job,Oh! Antennenteile! Das könnte das Ende unseres Auftrags bedeuten.
