; FILE: Dlog_addendum.csv,
; Key,GERMAN TRANSLATION
;,
hud_tri_offensive,TRI: VOLLE ENERGIE AUF WAFFEN
hud_tri_defensive,TRI: VOLLE ENERGIE AUF SCHILDE
hud_tri_propulsion,TRI: VOLLE ENERGIE AUF TRIEBWERK
hud_tri_centre,TRI: ENERGIE VERTEILT
E_WeaponDamage,WAFFENEINSCHLAG: RUMPF
E_BlastDamage,EXPLOSIONSSCHADEN: RUMPF
E_CollisionDamage,KOLLISIONSSCHADEN: RUMPF
E_HeatDamage,HITZESCHADEN: RUMPF
E_CatastrophicDamage,KRITISCHES SYSTEMVERSAGEN: RUMPF
E_NoZoomProgram,FEHLER: BILDMODUL NICHT INSTALLIERT
E_ZoomEnabled,BILDMODUL AKTIVIERT
E_ZoomDisabled,BILDMODUL DEAKTIVIERT
E_CPUOffline,FEHLER: CPU AUS - PROGRAMM NICHT VERFÜGBAR
E_NoCPU,FEHLER: KEINE CPU INSTALLIERT
E_Detected,WARNUNG: VON AKTIVSENSOREN AUFGESPÜRT
E_DetectionWarning,WARNUNG: AKTIVSENSOR-SCAN GEFUNDEN
E_SensorsOffline,WARNUNG: SENSOREN INAKTIV
E_BootupStart,HOCHFAHREN EINGELEITET
E_BootupEnd,SYSTEM AKTIV
E_ShutdownStart,HERUNTERFAHREN EINGELEITET
E_ShutdownEnd,SYSTEM INAKTIV
E_ShutdownOverride,HERUNTERFAHREN ÜBERGANGEN
E_AlreadyDocked,FEHLER: BEREITS ANGEDOCKT
