gunbabe_diag_az_introuble_1,Cal! Ich muss hier einiges einstecken.
gunbabe_diag_az_introuble_2,Az an Smith. Mach dich schon mal auf Überstunden gefasst!
gunbabe_diag_az_introuble_3,Jetzt reicht's! Das lass' ich mir nicht gefallen!
gunbabe_diag_az_makeskill_1,Schön!
gunbabe_diag_az_makeskill_2,Ich mach' nur meinen Job.
gunbabe_diag_az_makeskill_3,Nimm das für die Badlands!
gunbabe_diag_az_comingback_1,Bin im Anflug...
gunbabe_diag_az_launch_1,Ein schöner Tag, um zu sterben... oder so richtig auszuteilen!
gunbabe_diag_az_launch_2,Bereit.
gunbabe_diag_az_other_dead_1,Cal! Lori hat's erwischt!
gunbabe_diag_az_other_dead_2,Gefährliche Aktion! Sie riskiert einfach viel zu viel.
gunbabe_diag_az_is_dead_1,Verdammt! Ich springe...
gunbabe_diag_az_friendly_fire_1,Hey! Hör auf mit dem Mist, Cal!
gunbabe_diag_az_friendly_fire_2,Lass den Finger vom Abzug, sonst muss ich ihn dir brechen.
gunbabe_diag_lori_introuble_1,Was? Mehr hast du nicht drauf?
gunbabe_diag_lori_introuble_2,Arrggh! Keine Angst, Cal. Alles in Ordnung!
gunbabe_diag_lori_introuble_3,Na komm schon, wenn du meinst, dass du's schaffst!
gunbabe_diag_lori_makeskill_1,Friss Vakuum und stirb!
gunbabe_diag_lori_makeskill_2,Hahahahahahaha!
gunbabe_diag_lori_makeskill_3,Das war noch nicht alles, ihr Loser!
gunbabe_diag_lori_comingback_1,Ich mach' mich auf den Weg nach Hause, Jungs!
gunbabe_diag_lori_launch_1,Jetzt geht's los!
gunbabe_diag_lori_launch_2,Wir sind abgehoben!
gunbabe_diag_lori_other_dead_1,Äh, Cal, Az hat's erwischt!
gunbabe_diag_lori_other_dead_2,Azraelle!
gunbabe_diag_lori_is_dead_1,Ahhhhhhhhhhhhhhhhh!
gunbabe_diag_lori_friendly_fire_1,Wusste gar nicht, dass du mich so sehr magst, Cal!
gunbabe_diag_lori_friendly_fire_2,Pass auf, wohin du schießt, oder ich stopf' dich ins Kanonenrohr!
